epoch,cls_loss,mmd_loss,mean_val_f1
0,0.4808845458886562,0.33610488818242,0.8779596497782306
1,0.22303213000806987,0.25477627811268866,0.9230473457189614
2,0.14665130934873039,0.23679707243911222,0.9441408864713897
3,0.11763042009547034,0.22187274337833762,0.9339701344825196
4,0.12139591369424692,0.2238711526251247,0.9117075332057434
5,0.06490399193468416,0.20542842200678638,0.9286104272842334
6,0.07503833939967096,0.21465035534312582,0.9382181153276871
7,0.07243871000363057,0.20626829118810147,0.9378143277347278
